,Born,Died,Title Year,Population,Latitude,Longitude,Birthplace,region,name
42190,1957,,1986,1718433.0,-25.416667,-49.25,Curitiba,,
42191,1996,,2018,,-29.766667,-50.566667,Catanduva,,
42193,1947,2016,1978,,-6.2079,106.7781,Sukabumi,,
42199,1945,,1973,,-28.963096000000004,-65.42670600000001,San Francisco,,
43130,1992,,2019,,20.5,85.833333,Cuttack,,
43131,1989,,2009,6517.0,48.216667,14.4,Asten,,
43194,1978,,2004,1137376.0,25.258172,55.304717,Dubai,,
43197,1997,,2018,,-32.95,151.666667,Cardiff,,
43242,1999,,2018,143850.0,41.7858333,-88.1472222,Naperville,,
43243,1999,,2016,173535.0,58.966667,5.75,Stavanger,,
43245,1983,,2007,,55.5333333,28.65,Novopolotsk,,
43246,1981,,2017,,12.307222,76.649722,Mysore,Americas,Anguilla
43303,1985,,2010,,60.7,12.1,Karlstad,,
43307,1949,,1980,,55.15444399999999,61.429722,Cheliabinsk,,
43308,1975,,1992,157519.0,43.8563889,25.9708333,Ruse,,
43338,1951,,1974,,10.696944,122.564444,Iloilo City,,
43339,1960,2019,1998,7813.0,43.413333,22.121111,Svrljig,,
43340,1970,2019,2008,88287.0,42.468889,21.463333,Gnjilane,,
43341,1989,,2020,84969.0,-38.547259,-58.736753,Necochea,,
43343,1988,,2007,,33.212778,50.089722,Kerch,,
43346,1953,,2002,,45.4,26.383333,Magadan,,
43348,1979,,1999,,53.0,26.1,Gukovo,,
43350,1990,,2005,30453.0,48.838814,2.478642,Nogent-sur-Marne,,
43351,1981,,2001,36531.0,46.3,25.3,Odorheiu Secuiesc,,
43352,1982,,1999,26926.0,39.883333,4.25,Mahón,,
43353,1992,,2019,113603.0,45.683333000000005,9.716667,Bergamo,Oceania,American Samoa
43382,1999,,2016,179995.0,53.216667,6.55,Groningen,,
43385,2001,,2018,179995.0,53.216667,6.55,Groningen,,
43388,1994,,2011,8997.0,52.273551,5.24929,Blaricum,,
43389,1972,,1993,,51.0,5.116667,Heesch,,
43391,1951,,1982,,43.5666667,27.8333333,Tolbukhin,,
43392,1961,,1988,33647.0,22.7952778,-81.5375,Unión de Reyes,,
43393,1992,,2020,,-8.75,20.466667,Chicama,,
43396,1978,,1998,,-5.903055999999999,-64.395556,Porto Alegre,,
43461,1998,,2017,17086.0,49.163739,26.58394,Horodok,Oceania,American Samoa
43548,1967,,2000,,14.6457,120.3038,Mauban,,
43550,1999,,2019,213877.0,8.193889,77.431389,Nagercoil,,
43551,1963,,2006,34562.0,53.032883,5.663313,Sneek,,
43552,1952,,1976,57097.0,51.166667,15.0,Görlitz,,
43553,1974,,1998,303397.0,54.1838,45.1749,Saransk,,
43554,1942,,1975,13550.0,44.7652778,16.665555599999998,Sanski Most,,
43555,1997,,2015,,10.516666699999998,14.766666699999998,Kassel,,
43560,1989,,2005,3229883.0,45.75,126.65,Harbin,,
43564,1996,,2017,3229883.0,45.75,126.65,Harbin,,
43568,1978,,2009,,31.704302,118.054622,Hebei,,
43728,2000,,2021,,51.343377,6.1360660000000005,Tegelen,,
43729,1962,,1990,,34.217683,67.887872,Baghdad,,
43734,1999,,2013,,31.309704,118.655471,Wuxi,,
43802,1965,,1994,,44.216667,-76.533333,Portsmouth,,
43813,1984,,2006,,52.135143,6.228719,Warnsveld,,
43814,1979,,2008,,-37.166667,144.166667,Guildford,,
43817,1966,,2010,,50.833333,12.916667,Karl-Marx-Stadt,,
43818,1970,,1993,,31.25,118.183333,Baoding,,
43822,2000,,2015,,43.55,16.2666667,Plano,,
43834,1962,,1994,205130.0,33.636111,116.978889,Suzhou,,
43838,1976,,2007,142206.0,29.107778000000003,119.654722,Jinhua,Africa,Algeria
43905,1962,,1990,,41.0147222,44.290555600000005,Kuybyshev,,
43949,1996,,2016,,51.383333,-97.483333,Dallas,,
43997,1925,2000,1964,,51.9,24.5166667,Brody,,
44082,1992,,2012,70438.0,41.378052,33.775275,Kastamonu,,
44083,1959,,1990,,60.833333,26.666667,Vilppula,,
44085,1994,,2009,,29.081143,120.417317,Hubei,Africa,Algeria
44153,1938,,1976,,57.5787,92.4964,Ramenskoye,,
44158,1999,,2016,,43.8275,19.3483333,Krusevac,,
44163,1981,,2007,,-34.5,-59.11666700000001,Sucre,,
44274,1958,,1984,,-9.549444,16.135,Pereira,,
44296,1972,,1994,,-33.503944,-64.675865,Bulnes,,
44299,1963,2014,2000,,33.471389,69.623334,Mandalay,,
44308,1947,,1987,,53.15,29.2333333,Babruysk,,
44309,1980,,2001,,30.734540000000003,119.526518,Tianjin,Africa,Algeria
44371,1986,,2005,,28.26,119.191667,Jinan,Africa,Algeria
44438,1985,,2008,,28.26,119.191667,Jinan,Africa,Algeria
44505,1986,,2008,,29.346443,116.198733,Beijing,,
44565,1986,,2009,,29.019341,116.801922,Changzhou,,
44570,1958,,2005,,37.2358333,67.31111109999999,Uzbekistan,,
44571,1988,,2014,10026.0,49.706317,17.076908,Litovel,,
44572,1990,,2017,13200.0,62.0166667,-6.7666667,Tórshavn,,
